WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group,Remediation_Method,Remediation_UTC,Source_Primary_Ticker,Primary_Ticker_Resolved_Candidate,Canonical_WS_ID_Candidate,Provider_Listing_Type,Final_Remediation_UTC,Final_Resolved_Ticker_Candidate,Evidence_Freeze_Status,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Note,Evidence_Frozen_UTC
WS:US:SPXC,SPX Technologies,,UNVERIFIED_EQUITY_SECURITY,,SPXC,US primary exchange pending,,USD,SPXC,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SPXC,2026-08-23T21:49:46.346706+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.786598+00:00,SPXC,SPXC,,PRIMARY,2026-08-23T22:25:58.066538+00:00,SPXC,,,,,
WS:US:SR,Spire,,UNVERIFIED_EQUITY_SECURITY,,SR,US primary exchange pending,,USD,SR,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SR,2026-08-23T21:49:46.348247+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.787647+00:00,SR,SR,,PRIMARY,2026-08-23T22:25:58.067114+00:00,SR,,,,,
WS:US:SRE,Sempra,,UNVERIFIED_EQUITY_SECURITY,,SRE,US primary exchange pending,,USD,SRE,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SRE,2026-08-23T21:49:46.349849+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.788710+00:00,SRE,SRE,,PRIMARY,2026-08-23T22:25:58.067658+00:00,SRE,,,,,
WS:US:SRPT,Sarepta Therapeutics,,UNVERIFIED_EQUITY_SECURITY,,SRPT,US primary exchange pending,,USD,SRPT,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SRPT,2026-08-23T21:49:46.351474+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.789774+00:00,SRPT,SRPT,,PRIMARY,2026-08-23T22:25:58.068231+00:00,SRPT,,,,,
WS:US:SSB,South State Bank,,UNVERIFIED_EQUITY_SECURITY,,SSB,US primary exchange pending,,USD,SSB,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SSB,2026-08-23T21:49:46.353018+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.790805+00:00,SSB,SSB,,PRIMARY,2026-08-23T22:25:58.068789+00:00,SSB,,,,,
WS:US:SSD,Simpson Manufacturing,,UNVERIFIED_EQUITY_SECURITY,,SSD,US primary exchange pending,,USD,SSD,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SSD,2026-08-23T21:49:46.354575+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.791860+00:00,SSD,SSD,,PRIMARY,2026-08-23T22:25:58.070141+00:00,SSD,,,,,
WS:US:ST,Sensata Technologies,,UNVERIFIED_EQUITY_SECURITY,,ST,US primary exchange pending,,USD,ST,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,ST,2026-08-23T21:49:46.356083+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.792907+00:00,ST,ST,,PRIMARY,2026-08-23T22:25:58.070692+00:00,ST,,,,,
WS:US:STAA,STAAR Surgical Company,,UNVERIFIED_EQUITY_SECURITY,,STAA,US primary exchange pending,,USD,STAA,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STAA,2026-08-23T21:49:46.357629+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.793975+00:00,STAA,STAA,,PRIMARY,2026-08-23T22:25:58.071263+00:00,STAA,,,,,
WS:US:STAG,STAG Industrial,,UNVERIFIED_EQUITY_SECURITY,,STAG,US primary exchange pending,,USD,STAG,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STAG,2026-08-23T21:49:46.359142+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.795031+00:00,STAG,STAG,,PRIMARY,2026-08-23T22:25:58.071848+00:00,STAG,,,,,
WS:US:STBA,"S&T Bancorp, Inc.",,UNVERIFIED_EQUITY_SECURITY,,STBA,US primary exchange pending,,USD,STBA,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STBA,2026-08-23T21:49:46.360685+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.796077+00:00,STBA,STBA,,PRIMARY,2026-08-23T22:25:58.072411+00:00,STBA,,,,,
WS:US:STC,Stewart Information Services Corporation,,UNVERIFIED_EQUITY_SECURITY,,STC,US primary exchange pending,,USD,STC,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STC,2026-08-23T21:49:46.362185+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.797247+00:00,STC,STC,,PRIMARY,2026-08-23T22:25:58.072978+00:00,STC,,,,,
WS:US:STE,Steris,,UNVERIFIED_EQUITY_SECURITY,,STE,US primary exchange pending,,USD,STE,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STE,2026-08-23T21:49:46.363731+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.798329+00:00,STE,STE,,PRIMARY,2026-08-23T22:25:58.073510+00:00,STE,,,,,
WS:US:STEP,StepStone Group,,UNVERIFIED_EQUITY_SECURITY,,STEP,US primary exchange pending,,USD,STEP,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STEP,2026-08-23T21:49:46.365239+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.799520+00:00,STEP,STEP,,PRIMARY,2026-08-23T22:25:58.074063+00:00,STEP,,,,,
WS:US:STLD,Steel Dynamics,,UNVERIFIED_EQUITY_SECURITY,,STLD,US primary exchange pending,,USD,STLD,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STLD,2026-08-23T21:49:46.366773+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.800623+00:00,STLD,STLD,,PRIMARY,2026-08-23T22:25:58.074595+00:00,STLD,,,,,
WS:US:STRA,"Strategic Education, Inc.",,UNVERIFIED_EQUITY_SECURITY,,STRA,US primary exchange pending,,USD,STRA,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STRA,2026-08-23T21:49:46.368292+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.801694+00:00,STRA,STRA,,PRIMARY,2026-08-23T22:25:58.075161+00:00,STRA,,,,,
WS:US:STRL,Sterling Infrastructure,,UNVERIFIED_EQUITY_SECURITY,,STRL,US primary exchange pending,,USD,STRL,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STRL,2026-08-23T21:49:46.369819+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.802785+00:00,STRL,STRL,,PRIMARY,2026-08-23T22:25:58.075718+00:00,STRL,,,,,
WS:US:STT,State Street Corporation,,UNVERIFIED_EQUITY_SECURITY,,STT,US primary exchange pending,,USD,STT,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STT,2026-08-23T21:49:46.371453+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.803860+00:00,STT,STT,,PRIMARY,2026-08-23T22:25:58.076287+00:00,STT,,,,,
WS:US:STWD,Starwood Property Trust,,UNVERIFIED_EQUITY_SECURITY,,STWD,US primary exchange pending,,USD,STWD,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STWD,2026-08-23T21:49:46.372979+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.804918+00:00,STWD,STWD,,PRIMARY,2026-08-23T22:25:58.076842+00:00,STWD,,,,,
WS:US:STX,Seagate Technology,,UNVERIFIED_EQUITY_SECURITY,,STX,US primary exchange pending,,USD,STX,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STX,2026-08-23T21:49:46.374519+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.806038+00:00,STX,STX,,PRIMARY,2026-08-23T22:25:58.077377+00:00,STX,,,,,
WS:US:STZ,Constellation Brands,,UNVERIFIED_EQUITY_SECURITY,,STZ,US primary exchange pending,,USD,STZ,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STZ,2026-08-23T21:49:46.376057+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.807265+00:00,STZ,STZ,,PRIMARY,2026-08-23T22:25:58.077925+00:00,STZ,,,,,
WS:US:SUPN,"Supernus Pharmaceuticals, Inc.",,UNVERIFIED_EQUITY_SECURITY,,SUPN,US primary exchange pending,,USD,SUPN,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SUPN,2026-08-23T21:49:46.377590+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.808350+00:00,SUPN,SUPN,,PRIMARY,2026-08-23T22:25:58.078472+00:00,SUPN,,,,,
WS:US:SW,Smurfit Westrock,,UNVERIFIED_EQUITY_SECURITY,,SW,US primary exchange pending,,USD,SW,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SW,2026-08-23T21:49:46.379109+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.809411+00:00,SW,SW,,PRIMARY,2026-08-23T22:25:58.079050+00:00,SW,,,,,
WS:US:SWK,Stanley Black & Decker,,UNVERIFIED_EQUITY_SECURITY,,SWK,US primary exchange pending,,USD,SWK,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SWK,2026-08-23T21:49:46.380687+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.810493+00:00,SWK,SWK,,PRIMARY,2026-08-23T22:25:58.079598+00:00,SWK,,,,,
WS:US:SWKS,Skyworks Solutions,,UNVERIFIED_EQUITY_SECURITY,,SWKS,US primary exchange pending,,USD,SWKS,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SWKS,2026-08-23T21:49:46.382225+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.811558+00:00,SWKS,SWKS,,PRIMARY,2026-08-23T22:25:58.080190+00:00,SWKS,,,,,
WS:US:SWX,Southwest Gas Corp,,UNVERIFIED_EQUITY_SECURITY,,SWX,US primary exchange pending,,USD,SWX,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SWX,2026-08-23T21:49:46.383798+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.812644+00:00,SWX,SWX,,PRIMARY,2026-08-23T22:25:58.080726+00:00,SWX,,,,,
WS:US:SXI,Standex International Corporation,,UNVERIFIED_EQUITY_SECURITY,,SXI,US primary exchange pending,,USD,SXI,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SXI,2026-08-23T21:49:46.385293+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.813711+00:00,SXI,SXI,,PRIMARY,2026-08-23T22:25:58.081297+00:00,SXI,,,,,
WS:US:SXT,Sensient Technologies,,UNVERIFIED_EQUITY_SECURITY,,SXT,US primary exchange pending,,USD,SXT,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SXT,2026-08-23T21:49:46.386832+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.814770+00:00,SXT,SXT,,PRIMARY,2026-08-23T22:25:58.081853+00:00,SXT,,,,,
WS:US:SYF,Synchrony Financial,,UNVERIFIED_EQUITY_SECURITY,,SYF,US primary exchange pending,,USD,SYF,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SYF,2026-08-23T21:49:46.388374+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.815852+00:00,SYF,SYF,,PRIMARY,2026-08-23T22:25:58.082409+00:00,SYF,,,,,
WS:US:SYK,Stryker Corporation,,UNVERIFIED_EQUITY_SECURITY,,SYK,US primary exchange pending,,USD,SYK,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SYK,2026-08-23T21:49:46.389894+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.816947+00:00,SYK,SYK,,PRIMARY,2026-08-23T22:25:58.082968+00:00,SYK,,,,,
WS:US:SYNA,Synaptics,,UNVERIFIED_EQUITY_SECURITY,,SYNA,US primary exchange pending,,USD,SYNA,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SYNA,2026-08-23T21:49:46.391459+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.818015+00:00,SYNA,SYNA,,PRIMARY,2026-08-23T22:25:58.083510+00:00,SYNA,,,,,
WS:US:SYY,Sysco,,UNVERIFIED_EQUITY_SECURITY,,SYY,US primary exchange pending,,USD,SYY,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SYY,2026-08-23T21:49:46.392962+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.819157+00:00,SYY,SYY,,PRIMARY,2026-08-23T22:25:58.084084+00:00,SYY,,,,,
WS:US:T,AT&T,,UNVERIFIED_EQUITY_SECURITY,,T,US primary exchange pending,,USD,T,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,T,2026-08-23T21:49:46.394518+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.820261+00:00,T,T,,PRIMARY,2026-08-23T22:25:58.084636+00:00,T,,,,,
WS:US:TALO,"Talos Energy, Inc.",,UNVERIFIED_EQUITY_SECURITY,,TALO,US primary exchange pending,,USD,TALO,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,TALO,2026-08-23T21:49:46.396042+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.821341+00:00,TALO,TALO,,PRIMARY,2026-08-23T22:25:58.085199+00:00,TALO,,,,,
WS:US:TAP,Molson Coors Beverage Company,,UNVERIFIED_EQUITY_SECURITY,,TAP,US primary exchange pending,,USD,TAP,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,TAP,2026-08-23T21:49:46.397584+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.822418+00:00,TAP,TAP,,PRIMARY,2026-08-23T22:25:58.085743+00:00,TAP,,,,,
WS:US:TBBK,"The Bancorp, Inc.",,UNVERIFIED_EQUITY_SECURITY,,TBBK,US primary exchange pending,,USD,TBBK,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,TBBK,2026-08-23T21:49:46.399157+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.823507+00:00,TBBK,TBBK,,PRIMARY,2026-08-23T22:25:58.086302+00:00,TBBK,,,,,
