Yahoo_Symbol,Primary_Ticker,Issuer,Security,GICS_Sector,GICS_Sub,CIK,Wikidata_QID,ISIN,Primary_MIC,Instrument_Type,Admission_Status,Admission_Reason,Evidence_Source,Evidence_Status,SP500_Membership,WS_ID
MCK,MCK,McKesson Corporation,McKesson Corporation,Health Care,Health Care Distributors,927653,Q570473,US58155Q1031,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US58155Q1031:XNYS
MRK,MRK,Merck KGaA,Merck & Co.,Health Care,Pharmaceuticals,310158,Q156959,US58933Y1055,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US58933Y1055:XNYS
META,META,Meta Platforms,Meta Platforms,Communication Services,Interactive Media & Services,1326801,Q380,US30303M1027,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US30303M1027:XNAS
MET,MET,MetLife,MetLife,Financials,Life & Health Insurance,1099219,Q607131,US59156R1086,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US59156R1086:XNYS
MTD,MTD,Mettler Toledo,Mettler Toledo,Health Care,Life Sciences Tools & Services,1037646,Q680186,US5926881054,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5926881054:XNYS
MGM,MGM,MGM Resorts International,MGM Resorts,Consumer Discretionary,Casinos & Gaming,789570,Q568532,US5529531015,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5529531015:XNYS
MCHP,MCHP,Microchip Technology,Microchip Technology,Information Technology,Semiconductors,827054,Q1545076,US5950171042,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5950171042:XNAS
MU,MU,Micron Technology,Micron Technology,Information Technology,Semiconductors,723125,Q1197548,US5951121038,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5951121038:XNAS
MSFT,MSFT,Microsoft,Microsoft,Information Technology,Systems Software,789019,Q2283,US5949181045,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5949181045:XNAS
MRNA,MRNA,Moderna,Moderna,Health Care,Biotechnology,1682852,Q17081612,US60770K1079,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US60770K1079:XNAS
TAP,TAP,Molson Coors Brewing Company,Molson Coors Beverage Company,Consumer Staples,Brewers,24545,Q3319685,US60871R2094,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US60871R2094:XNYS
MDLZ,MDLZ,Mondelez International,Mondelez International,Consumer Staples,Packaged Foods & Meats,1103982,Q12857502,US6092071058,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6092071058:XNAS
MPWR,MPWR,Monolithic Power Systems,Monolithic Power Systems,Information Technology,Semiconductors,1280452,Q22058448,US6098391054,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6098391054:XNAS
MNST,MNST,Monster Beverage,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,865752,Q1945295,US6117401017,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6117401017:XNAS
MCO,MCO,Moody's Corporation,Moody's Corporation,Financials,Financial Exchanges & Data,1059556,Q675585,US6153691059,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6153691059:XNYS
MS,MS,Morgan Stanley,Morgan Stanley,Financials,Investment Banking & Brokerage,895421,Q334204,US6174464486,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6174464486:XNYS
MOS,MOS,The Mosaic Company,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,1285785,Q7752327,US61945C1036,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US61945C1036:XNYS
MSI,MSI,Motorola Solutions,Motorola Solutions,Information Technology,Communications Equipment,68505,Q634815,US6200763075,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6200763075:XNYS
MSCI,MSCI,MSCI,MSCI,Financials,Financial Exchanges & Data,1408198,Q768773,US55354G1004,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US55354G1004:XNYS
NDAQ,NDAQ,"Nasdaq, Inc.","Nasdaq, Inc.",Financials,Financial Exchanges & Data,1120193,Q1472929,US6311031081,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6311031081:XNAS
NTAP,NTAP,NetApp,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",1002047,Q727883,US64120L1044,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US64120L1044:XNAS
NFLX,NFLX,"Netflix, Inc.",Netflix,Communication Services,Movies & Entertainment,1065280,Q116452644,US64110L1061,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US64110L1061:XNAS
NEM,NEM,Newmont Mining Corporation,Newmont,Materials,Gold,1164727,Q1785405,US6516391066,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6516391066:XNYS
NEE,NEE,NextEra Energy,NextEra Energy,Utilities,Multi-Utilities,753308,Q967868,US3025711041,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3025711041:XNYS
NKE,NKE,Nike,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",320187,Q483915,US6541061031,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6541061031:XNYS
NI,NI,NiSource,NiSource,Utilities,Multi-Utilities,1111711,Q1984481,US65473P1057,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US65473P1057:XNYS
NDSN,NDSN,Nordson Corporation,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,72331,Q1998662,US6556631025,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6556631025:XNAS
NSC,NSC,Norfolk Southern Railway,Norfolk Southern,Industrials,Rail Transportation,702165,Q1321054,US6558441084,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6558441084:XNYS
NTRS,NTRS,Northern Trust,Northern Trust,Financials,Asset Management & Custody Banks,73124,Q970695,US6658591044,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6658591044:XNAS
NOC,NOC,Northrop Grumman Corporation,Northrop Grumman,Industrials,Aerospace & Defense,1133421,Q329953,US6668071029,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6668071029:XNYS
NRG,NRG,NRJ Group,NRG Energy,Utilities,Independent Power Producers & Energy Traders,1013871,Q1412968,US6293775085,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6293775085:XNYS
NUE,NUE,Nucor,Nucor,Materials,Steel,73309,Q1645081,US6703461052,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6703461052:XNYS
NVDA,NVDA,Nvidia,Nvidia,Information Technology,Semiconductors,1045810,Q182477,US67066G1040,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US67066G1040:XNAS
NVR,NVR,"NVR, Inc.","NVR, Inc.",Consumer Discretionary,Homebuilding,906163,Q6955706,US62944T1051,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US62944T1051:XNYS
ORLY,ORLY,O'Reilly Auto Parts,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,898173,Q7071951,US67103H1077,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US67103H1077:XNAS
OXY,OXY,Occidental Petroleum,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,797468,Q2013357,US6745991058,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6745991058:XNYS
ODFL,ODFL,Old Dominion Freight Line,Old Dominion,Industrials,Cargo Ground Transportation,878927,Q7083862,US6795801009,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6795801009:XNAS
OMC,OMC,Omnicom Group,Omnicom Group,Communication Services,Advertising,29989,Q1519267,US6819191064,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6819191064:XNYS
ON,ON,onsemi,ON Semiconductor,Information Technology,Semiconductors,1097864,Q1671509,US6821891057,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6821891057:XNAS
OKE,OKE,ONEOK,Oneok,Energy,Oil & Gas Storage & Transportation,1039684,Q11074156,US6826801036,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6826801036:XNYS
OTIS,OTIS,Otis Worldwide Corporation,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,1781335,Q1134069,US68902V1070,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US68902V1070:XNYS
PCAR,PCAR,PACCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,75362,Q1477661,US6937181088,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6937181088:XNAS
PKG,PKG,Packaging Corporation of America,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,75677,Q16983334,US6951561090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6951561090:XNYS
PLTR,PLTR,Palantir Technologies,Palantir Technologies,Information Technology,Application Software,1321655,Q2047336,US69608A1088,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US69608A1088:XNYS
PANW,PANW,Palo Alto Networks,Palo Alto Networks,Information Technology,Systems Software,1327567,Q7128508,US6974351057,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6974351057:XNAS
PH,PH,Parker Hannifin,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,76334,Q1470619,US7010941042,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7010941042:XNYS
PAYX,PAYX,Paychex,Paychex,Industrials,Human Resource & Employment Services,723531,Q946080,US7043261079,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7043261079:XNAS
PYPL,PYPL,PayPal Holdings,PayPal,Financials,Transaction & Payment Processing Services,1633917,Q135683211,US70450Y1038,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US70450Y1038:XNAS
PEP,PEP,PepsiCo,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,77476,Q334800,US7134481081,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7134481081:XNYS
PFE,PFE,Pfizer,Pfizer,Health Care,Pharmaceuticals,78003,Q206921,US7170811035,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7170811035:XNYS
PCG,PCG,Pacific Gas and Electric Company,PG&E Corporation,Utilities,Multi-Utilities,1004980,Q1815011,US69331C1080,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US69331C1080:XNYS
PM,PM,Premier Marketing,Philip Morris International,Consumer Staples,Tobacco,1413329,Q139353793,US7181721090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7181721090:XNYS
PSX,PSX,Phillips 66,Phillips 66,Energy,Oil & Gas Refining & Marketing,1534701,Q1656230,US7185461040,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7185461040:XNYS
PNW,PNW,Pacific Star Network,Pinnacle West Capital,Utilities,Multi-Utilities,764622,Q7122705,US7234841010,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7234841010:XNYS
PNC,PNC,PNC Financial Services,PNC Financial Services,Financials,Diversified Banks,713676,Q38928,US6934751057,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6934751057:XNYS
PPG,PPG,PPG Industries,PPG Industries,Materials,Specialty Chemicals,79879,Q48754,US6935061076,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US6935061076:XNYS
PPL,PPL,PPL,PPL Corporation,Utilities,Electric Utilities,922224,Q2044512,US69351T1060,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US69351T1060:XNYS
PG,PG,People's Garment,Procter & Gamble,Consumer Staples,Personal Care Products,80424,Q139354113,US7427181091,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7427181091:XNYS
PGR,PGR,Progressive Corporation,Progressive Corporation,Financials,Property & Casualty Insurance,80661,Q7248721,US7433151039,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7433151039:XNYS
PEG,PEG,Public Service Enterprise Group,Public Service Enterprise Group,Utilities,Electric Utilities,788784,Q930919,US7445731067,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7445731067:XNYS
PTC,PTC,Premier Tank Corporation,PTC Inc.,Information Technology,Application Software,857005,Q139355663,US69370C1009,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US69370C1009:XNAS
PHM,PHM,PulteGroup,PulteGroup,Consumer Discretionary,Homebuilding,822416,Q7259716,US7458671010,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7458671010:XNYS
PWR,PWR,Quanta Services,Quanta Services,Industrials,Construction & Engineering,1050915,Q7268886,US74762E1029,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US74762E1029:XNYS
QCOM,QCOM,Qualcomm,Qualcomm,Information Technology,Semiconductors,804328,Q544847,US7475251036,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7475251036:XNAS
RL,RL,Ralph Lauren Corporation,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1037038,Q1641437,US7512121010,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7512121010:XNYS
RJF,RJF,Raymond James Financial,Raymond James Financial,Financials,Investment Banking & Brokerage,720005,Q7298901,US7547301090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7547301090:XNYS
RTX,RTX,RTX,RTX Corporation,Industrials,Aerospace & Defense,101829,Q89368734,US75513E1010,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US75513E1010:XNYS
REGN,REGN,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Health Care,Biotechnology,872589,Q7308054,US75886F1075,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US75886F1075:XNAS
RF,RF,Regions Financial Corporation,Regions Financial Corporation,Financials,Regional Banks,1281761,Q917131,US7591EP1005,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7591EP1005:XNYS
RSG,RSG,Republic Services,Republic Services,Industrials,Environmental & Facilities Services,1060391,Q7314415,US7607591002,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7607591002:XNYS
RMD,RMD,ResMed,ResMed|,Health Care,Health Care Equipment,943819,Q7314903,US7611521078,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7611521078:XNYS
HOOD,HOOD,Robinhood,Robinhood Markets,Financials,Investment Banking & Brokerage,1783879,Q18155123,US7707001027,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7707001027:XNAS
ROK,ROK,Rockwell International,Rockwell Automation,Industrials,Electrical Components & Equipment,1024478,Q1348664,US7739031091,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7739031091:XNYS
ROL,ROL,Rollins Inc.,"Rollins, Inc.",Industrials,Environmental & Facilities Services,84839,Q7361273,US7757111049,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7757111049:XNYS
ROP,ROP,Roper Technologies,Roper Technologies,Information Technology,Electronic Equipment & Instruments,882835,Q16932392,US7766961061,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7766961061:XNYS
ROST,ROST,Ross Dress for Less,Ross Stores,Consumer Discretionary,Apparel Retail,745732,Q3442791,US7782961038,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US7782961038:XNAS
SPGI,SPGI,S&P Global,S&P Global,Financials,Financial Exchanges & Data,64040,Q868587,US78409V1044,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US78409V1044:XNYS
CRM,CRM,Salesforce,Salesforce,Information Technology,Application Software,1108524,Q941127,US79466L3024,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US79466L3024:XNYS
SNDK,SNDK,Q260833,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",2023554,Q260833,US80004C2008,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US80004C2008:XNAS
NOW,NOW,ServiceNow,ServiceNow,Information Technology,Systems Software,1373715,Q7455653,US81762P1021,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US81762P1021:XNYS
