Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,AsOfRaw_v0_18,AsOfParsedUTC_v0_18,FeatureRowMatched_v0_18,AsOfValid_v0_18,CoreFeatureComplete_v0_18,PersistentFeatureUsable_v0_18,PriorV017DataError_v0_18,IntegrityStatus_v0_18,QuarantineReason_v0_18,P0QualificationAllowed_v0_18,P0Survivor_v0_18,TradingDecisionAllowed_v0_18,P0ObservationOnly_v0_18
427,WS:XSHE:002050,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",China,002050,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
428,WS:US:DOCN,DigitalOcean,,DOCN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
429,WS:US:CPRT,Copart,,CPRT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
430,WS:XTKS:6723,RENESAS ELECTRONICS CORP.,Japan,6723,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
431,WS:XSHE:002466,"Tianqi Lithium Industries, Inc.",China,002466,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
432,WS:US:ENTG,Entegris,,ENTG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
433,WS:ISIN:TW0002368008,GOLD CIRCUIT ELECTRONICS LTD,Taiwan,2368,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
434,WS:US:IDXX,Idexx Laboratories,,IDXX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
435,WS:XSHE:002460,Ganfeng Lithium Co Ltd,China,002460,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
436,WS:US:EW,Edwards Lifesciences,,EW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
437,WS:US:LYV,Live Nation Entertainment,,LYV,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
438,WS:US:WAB,Wabtec,,WAB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
439,WS:US:AON,Aon plc,,AON,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
440,WS:US:RSG,Republic Services,,RSG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
441,WS:US:EXC,Exelon,,EXC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
442,WS:US:TOST,"Toast, Inc.",,TOST,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
443,WS:US:EME,Emcor,,EME,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
444,WS:US:ROP,Roper Technologies,,ROP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
445,WS:ISIN:TW0003008009,LARGAN PRECISION CO. LTD.,Taiwan,3008,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
446,WS:US:P,Everpure,,P,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
447,WS:US:ATI,ATI Inc.,,ATI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
448,WS:US:NDAQ,"Nasdaq, Inc.",,NDAQ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
449,WS:XASX:BHP,BHP,Australia,BHP,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
450,WS:US:SPG,Simon Property Group,,SPG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
451,WS:XTKS:6954,FANUC CORP.,Japan,6954,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
452,WS:US:STT,State Street Corporation,,STT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
453,WS:US:TLN,Talen Energy,,TLN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
454,WS:XTAI:6669,WIWYNN CORPORATION,Taiwan,6669,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
455,WS:XSHE:002714,"MUYUAN FOODS GROUP CO., LTD.",China,002714,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
456,WS:US:VTR,Ventas,,VTR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
457,WS:US:RMD,ResMed|,,RMD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
458,WS:US:DKS,Dick's Sporting Goods,,DKS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
459,WS:US:CMS,CMS Energy,,CMS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
460,WS:US:CLSK,"CleanSpark, Inc.",,CLSK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
461,WS:US:CF,CF Industries,,CF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
462,WS:XSHG:600089,TBEA Co Ltd,China,600089,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
463,WS:US:SMTC,Semtech,,SMTC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
464,WS:US:CELH,Celsius Holdings,,CELH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
465,WS:US:NCLH,Norwegian Cruise Line Holdings,,NCLH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
466,WS:US:ITW,Illinois Tool Works,,ITW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
467,WS:XTKS:7735,"SCREEN HOLDINGS CO., LTD.",Japan,7735,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
468,WS:US:GRMN,Garmin,,GRMN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
469,WS:US:APD,Air Products,,APD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
470,WS:US:HUBB,Hubbell Incorporated,,HUBB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
471,WS:XSHE:300661,SG Micro Corp.,China,300661,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
472,WS:US:DOW,Dow Inc.,,DOW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
473,WS:US:SN,SharkNinja,,SN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
474,WS:US:ULTA,Ulta Beauty,,ULTA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
475,WS:US:CBOE,Cboe Global Markets,,CBOE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
476,WS:US:ZBRA,Zebra Technologies,,ZBRA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
477,WS:US:CNP,CenterPoint Energy,,CNP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
478,WS:US:ALB,Albemarle Corporation,,ALB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
479,WS:US:BURL,Burlington Stores,,BURL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
480,WS:US:LYB,LyondellBasell,,LYB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
481,WS:US:SITM,SiTime,,SITM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
482,WS:US:STLD,Steel Dynamics,,STLD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
483,WS:US:SYY,Sysco,,SYY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
484,WS:US:PSA,Public Storage,,PSA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
485,WS:US:ED,Consolidated Edison,,ED,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
486,WS:US:CRL,Charles River Laboratories,,CRL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
487,WS:XTKS:4063,"SHIN-ETSU CHEMICAL CO., LTD.",Japan,4063,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
488,WS:XSHG:603501,"Omni Vision Integrated Circuits Group, Inc.",China,603501,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
489,WS:US:GPN,Global Payments,,GPN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
490,WS:US:PPL,PPL Corporation,,PPL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
491,WS:US:DT,Dynatrace,,DT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
492,WS:BVMF:VALE3,VALE3,Brazil,VALE3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
493,WS:XSHG:601988,Bank of China Ltd,China,601988,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
494,WS:XASX:CBA,Commonwealth Bank,Australia,CBA,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
495,WS:US:EXE,Expand Energy,,EXE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
496,WS:US:DINO,HF Sinclair,,DINO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
497,WS:US:LII,Lennox International,,LII,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
498,WS:US:BBY,Best Buy,,BBY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
499,WS:US:PRU,Prudential Financial,,PRU,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
500,WS:XSHG:600989,"Ningxia Baofeng Energy Group Co., Ltd.",China,600989,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
501,WS:XTKS:4004,RESONAC HOLDINGS CORP.,Japan,4004,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
502,WS:US:CLX,Clorox,,CLX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
503,WS:US:NXT,Nextpower,,NXT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
504,WS:US:DPZ,Domino's,,DPZ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
505,WS:XSHE:002028,"Siyuan Electric Co., Ltd.",China,002028,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
506,WS:US:SYF,Synchrony Financial,,SYF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
507,WS:US:HSY,Hershey Company (The),,HSY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
508,WS:US:VRSK,Verisk Analytics,,VRSK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
509,WS:US:AFL,Aflac,,AFL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
510,WS:XSHE:000630,Tongling Nonferrous Metals Group Co. Ltd,China,000630,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
511,WS:XSHG:688183,"SHENGYI ELECTRONICS CO., LTD.",China,688183,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
512,WS:US:FIS,Fidelity National Information Services,,FIS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
513,WS:XSHG:601872,"China Merchants Energy Shipping Co., Ltd.",China,601872,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
514,WS:US:A,Agilent Technologies,,A,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
515,WS:XSHG:601166,Industrial Bank,China,601166,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
516,WS:US:MTB,M&T Bank,,MTB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
517,WS:XSHE:000792,Qinghai Salt Lake Industry Co Ltd,China,000792,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
518,WS:US:VMRK,Vivmark Residential,,VMRK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
519,WS:US:NI,NiSource,,NI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
520,WS:US:IT,Gartner,,IT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
521,WS:US:HST,Host Hotels & Resorts,,HST,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
522,WS:ISIN:KYG022421088,ALCHIP TECHNOLOGIES LIMITED,Taiwan,3661,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
523,WS:US:FFIV,"F5, Inc.",,FFIV,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
524,WS:US:DLTR,Dollar Tree,,DLTR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
525,WS:US:VMC,Vulcan Materials Company,,VMC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
526,WS:XSHE:002422,Sichuan Kelun Pharmaceutical Co Ltd,China,002422,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
527,WS:XSHG:601888,China Tourism Group Duty Free Corporation Limited,China,601888,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
528,WS:XTKS:9432,"NTT, INC.",Japan,9432,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
529,WS:US:CASY,Casey's,,CASY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
530,WS:US:AA,Alcoa,,AA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
531,WS:US:ZBH,Zimmer Biomet,,ZBH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
532,WS:US:OTIS,Otis Worldwide,,OTIS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
533,WS:XSHE:002241,GoerTek Inc,China,002241,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
534,WS:US:PINS,Pinterest,,PINS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
535,WS:US:CNC,Centene Corporation,,CNC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
536,WS:XTKS:8766,"TOKIO MARINE HOLDINGS, INC.",Japan,8766,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
537,WS:US:TYL,Tyler Technologies,,TYL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
538,WS:US:STZ,Constellation Brands,,STZ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
539,WS:ISIN:KYG114741062,BIZLINK HOLDING INC.,Taiwan,3665,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
540,WS:US:EIX,Edison International,,EIX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
541,WS:XTKS:6752,PANASONIC HOLDINGS CORP.,Japan,6752,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
542,WS:XSHE:000975,"Shanjin International Gold Co.,Ltd.",China,000975,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
543,WS:US:TECH,Bio-Techne,,TECH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
544,WS:XSHE:000651,"Gree Electric Appliances,Inc. of Zhuhai",China,000651,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
545,WS:US:DRI,Darden Restaurants,,DRI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
546,WS:US:AMKR,Amkor Technology,,AMKR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
547,WS:US:DG,Dollar General,,DG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
548,WS:US:RRX,Regal Rexnord,,RRX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
549,WS:US:RF,Regions Financial Corporation,,RF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
550,WS:US:UTHR,United Therapeutics,,UTHR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
551,WS:US:FTI,TechnipFMC,,FTI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
552,WS:XSHE:002049,"Unigroup Guoxin Microelectronics Co., Ltd.",China,002049,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
553,WS:US:WEC,WEC Energy Group,,WEC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
554,WS:US:AMP,Ameriprise Financial,,AMP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
555,WS:US:JBHT,J.B. Hunt,,JBHT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
556,WS:US:CHRW,C.H. Robinson,,CHRW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
557,WS:US:KNX,Knight-Swift,,KNX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
558,WS:US:VICI,Vici Properties,,VICI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
559,WS:US:CBRE,CBRE Group,,CBRE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
560,WS:US:ETR,Entergy,,ETR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
561,WS:US:AIG,American International Group,,AIG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
562,WS:XSHG:600160,Zhejiang Ju Hua Co Ltd,China,600160,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
563,WS:US:GEHC,GE HealthCare,,GEHC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
564,WS:XTKS:7013,IHI CORP.,Japan,7013,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
565,WS:XSHE:002230,"Iflytek Co.,Ltd.",China,002230,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
566,WS:US:CFG,Citizens Financial Group,,CFG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
567,WS:US:CPAY,Corpay,,CPAY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
568,WS:XSHG:600938,CNOOC Limited,China,600938,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
569,WS:XSHG:601857,PetroChina Co Ltd,China,601857,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
570,WS:US:ETSY,Etsy,,ETSY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
571,WS:US:VIAV,Viavi Solutions,,VIAV,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
572,WS:US:MTD,Mettler Toledo,,MTD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
573,WS:US:GNRC,Generac,,GNRC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
574,WS:US:USFD,US Foods,,USFD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
575,WS:US:BROS,Dutch Bros Inc.,,BROS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
576,WS:US:LVS,Las Vegas Sands,,LVS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
577,WS:XSHG:601939,China Construction Bank,China,601939,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
578,WS:US:DECK,Deckers Brands,,DECK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
579,WS:US:CDW,CDW Corporation,,CDW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
580,WS:XSHG:600887,Inner Mongolia Yili Industrial Group Co Ltd,China,600887,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
581,WS:US:THC,Tenet Health,,THC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
582,WS:US:APA,APA Corporation,,APA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
583,WS:US:PODD,Insulet Corporation,,PODD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
584,WS:US:RL,Ralph Lauren Corporation,,RL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
585,WS:US:BR,Broadridge Financial Solutions,,BR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
